Historical Rts2 Publication Microsecond,Historical Rts2 Trading Microsecond,Historical Rts2 Instrument Identification Code,Instruments New Instrument Full Name,Historical Rts2 Transaction Identification Code,Historical Rts2 Venue of Publication,Mifid Entities Commercial Name,Historical Rts2 Price Notation,Historical Rts2 Price,Historical Rts2 Price Currency,Historical Rts2 Notional Amount,Historical Rts2 Notional Currency,Historical Rts2 Flag List,Historical Rts2 Count Event
2022-05-31 06:36:37.009932,2022-04-29 13:45:45.322000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2205310736370490090,MANL,MARKETAXESS,PERC,86.31,USD,42000,USD,ILQD,1
2022-05-31 07:26:09.010355,2022-04-29 13:45:45.475000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2205310826090394023,TRNL,TRAX,PERC,86.35,USD,42000,USD,FULJ ILQD,1
2022-05-31 05:40:02.000000,2022-04-29 20:00:48.150000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208335559537014650,TREA,TRADEWEB APA,PERC,86.345,USD,1000000,USD,FULJ ILQD SIZE,1
2022-06-07 06:41:16.351000,2022-05-02 09:45:55.126000,US298785JL15,European Investment Bank DL Notes 2021 31 ,0f95342d-76e0-4085-957b-66761127d0fe,BTFE,BLOOMBERG,PERC,86.167,,50000,USD,FULJ ILQD,1
2022-06-07 06:43:35.742000,2022-05-02 11:56:49.710000,US298785JL15,European Investment Bank DL Notes 2021 31 ,ef08f7c8-081b-43bf-ba7f-3c4f2c864ece,BTFE,BLOOMBERG,PERC,86.38,,25000,USD,FULJ ILQD,1
2022-06-07 06:47:10.960000,2022-05-03 08:52:17.925000,US298785JL15,European Investment Bank DL Notes 2021 31 ,fcb9e850-bd92-4571-bd97-fe7767410ff7,BTFE,BLOOMBERG,PERC,85.932,,120000,USD,FULJ ILQD,1
2022-06-07 06:52:47.023000,2022-05-03 11:05:44.744000,US298785JL15,European Investment Bank DL Notes 2021 31 ,04ff2b38-9dc4-4fa4-a2e0-33926fd937b0,BTFE,BLOOMBERG,PERC,86.1074,,120000,USD,FULJ ILQD,1
2022-06-07 07:36:09.257000,2022-05-04 08:15:41.034000,US298785JL15,European Investment Bank DL Notes 2021 31 ,c50e92f5-a0e0-43a3-bfa5-6bfe2874585d,BAPA,BLOOMBERG APA,PERC,86.04,,50000000,USD,FULJ LRGS,1
2022-06-07 06:44:36.094000,2022-05-04 08:58:58.284000,US298785JL15,European Investment Bank DL Notes 2021 31 ,f3fb18c6-c168-4b37-b091-cd63b48100a4,BTFE,BLOOMBERG,PERC,86.055,,125000,USD,FULJ ILQD,1
2022-05-06 17:31:05.636000,2022-05-04 09:39:53.394000,US298785JL15,European Investment Bank DL Notes 2021 31 ,f8ac409a-313d-44bd-aead-4e20e6bf761d,BAPA,BLOOMBERG APA,PERC,86.042,,25000000,USD,LRGS,1
2022-06-07 05:30:39.000000,2022-05-04 10:07:34.813000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208343256118177129,TREA,TRADEWEB APA,PERC,86.133,USD,2850000,USD,AMND FULJ ILQD SIZE,1
2022-06-07 06:32:29.243000,2022-05-04 10:52:01.797000,US298785JL15,European Investment Bank DL Notes 2021 31 ,a1544297-3052-4e17-acc3-97190679ce96,BTFE,BLOOMBERG,PERC,86.204,,250000,USD,FULJ ILQD,1
2022-05-06 17:32:06.572000,2022-05-04 14:10:11.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,09420b6a-a1ec-47a4-83b5-de32495ffd2d,BAPA,BLOOMBERG APA,PERC,85.711,,6000,USD,ILQD,1
2022-06-07 07:02:45.014762,2022-05-04 14:10:11.860000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206070802450381500,MANL,MARKETAXESS,PERC,85.711,USD,6000,USD,ILQD,1
2022-06-07 06:44:26.005000,2022-05-05 08:55:02.057000,US298785JL15,European Investment Bank DL Notes 2021 31 ,f2ee4b07-ae94-400c-8c82-285dbf2d803e,BTFE,BLOOMBERG,PERC,86.188,,95000,USD,FULJ ILQD,1
2022-06-07 06:43:45.663000,2022-05-05 11:32:44.750000,US298785JL15,European Investment Bank DL Notes 2021 31 ,7eaac8f4-2305-471d-a087-d0712db3d4b8,BTFE,BLOOMBERG,PERC,86.328,,134000,USD,FULJ ILQD,1
2022-06-07 06:30:54.779000,2022-05-06 10:48:46.357000,US298785JL15,European Investment Bank DL Notes 2021 31 ,fc5829e0-0eaf-4769-9a70-35d77d50258d,BTFE,BLOOMBERG,PERC,85.225,,20000,USD,FULJ ILQD,1
2022-06-14 07:08:24.018138,2022-05-11 08:35:29.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206140808240252025,TRAX,TRAX,PERC,86.37,USD,20000000,USD,ILQD LRGS,1
2022-06-14 05:35:59.000000,2022-05-11 20:00:02.139000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208350952699672012,TREA,TRADEWEB APA,PERC,86.361,USD,1200000,USD,FULJ ILQD SIZE,1
2022-06-14 05:04:15.000000,2022-05-12 09:55:52.586000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208350952699475481,TREU,TRADEWEB,PERC,86.978,USD,140000,USD,FULJ ILQD,1
2022-06-14 06:44:04.408000,2022-05-12 10:10:55.118000,US298785JL15,European Investment Bank DL Notes 2021 31 ,3f56abdd-0fbc-4a50-9bcb-8305f0df4eb8,BTFE,BLOOMBERG,PERC,87.227,,50000,USD,FULJ ILQD,1
2022-06-14 06:39:18.843000,2022-05-12 10:30:12.209000,US298785JL15,European Investment Bank DL Notes 2021 31 ,4942a146-842c-492c-b12a-bb6022af59db,BTFE,BLOOMBERG,PERC,87.1265,,40000,USD,FULJ ILQD,1
2022-06-14 06:45:48.919000,2022-05-13 08:31:29.459000,US298785JL15,European Investment Bank DL Notes 2021 31 ,7d7d66e8-66bd-4b1d-96e5-95ba5a39860d,BTFE,BLOOMBERG,PERC,86.5181,,125000,USD,FULJ ILQD,1
2022-05-17 17:31:39.157000,2022-05-13 09:20:15.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,1a689900-390d-425c-82ec-4c8cebe4da26,BAPA,BLOOMBERG APA,PERC,86.5819,,375000,USD,LRGS,1
2022-06-14 05:30:23.005042,2022-05-13 09:20:15.198000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206140630230229428,MAEL,MARKETAXESS,PERC,86.5969,USD,375000,USD,ILQD LRGS TPAC,1
2022-06-14 06:08:44.007724,2022-05-13 09:20:15.198000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206140708440234338,MANL,MARKETAXESS,PERC,86.5969,USD,375000,USD,ILQD TPAC,1
2022-05-17 18:01:49.000000,2022-05-13 13:02:00.710000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208320166373989443,TWEA,TRADEWEB APA,PERC,86.357,USD,,USD,VOLO,1
2022-06-14 05:21:16.000000,2022-05-13 13:02:00.710000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208350952699595580,TWEA,TRADEWEB APA,PERC,86.357,USD,300000000,USD,FULV ILQD SIZE,1
2022-05-17 18:02:17.000000,2022-05-13 13:02:00.710000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208320166374135814,TREA,TRADEWEB APA,PERC,86.357,USD,,USD,VOLO,1
2022-06-14 05:39:07.000000,2022-05-13 13:02:00.710000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208350952699813205,TREA,TRADEWEB APA,PERC,86.357,USD,300000000,USD,FULV ILQD SIZE,1
2022-06-14 05:37:38.000000,2022-05-13 14:59:48.430000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208350952699753997,TREA,TRADEWEB APA,PERC,86.372,USD,50000000,USD,AMND FULJ ILQD SIZE,1
2022-06-14 05:37:38.000000,2022-05-13 14:59:51.587000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208350952699753998,TREA,TRADEWEB APA,PERC,86.372,USD,50000000,USD,AMND FULJ ILQD SIZE,1
2022-06-14 05:37:39.000000,2022-05-13 15:39:41.756000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208350952699754736,TREA,TRADEWEB APA,PERC,86.512,USD,3187000,USD,AMND FULJ ILQD SIZE,1
2022-06-21 06:55:07.348000,2022-05-16 14:36:36.366000,US298785JL15,European Investment Bank DL Notes 2021 31 ,b306cdf2-d264-4758-9b17-424d1e14eb5c,BTFE,BLOOMBERG,PERC,86.769,,105000,USD,FULJ ILQD,1
2022-06-21 06:31:20.596000,2022-05-17 08:27:48.103000,US298785JL15,European Investment Bank DL Notes 2021 31 ,e9602fe1-8703-4d98-9b1c-010054dc0a72,BTFE,BLOOMBERG,PERC,86.679,,300000,USD,FULJ ILQD,1
2022-06-21 08:32:27.007064,2022-05-17 08:56:11.995000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206210932270459915,TRAX,TRAX,PERC,86.468,USD,25000000,USD,FULJ ILQD LRGS,1
2022-06-21 08:07:33.008856,2022-05-17 08:56:11.995000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206210907330379974,TRAX,TRAX,PERC,86.468,USD,25000000,USD,FULJ ILQD LRGS,1
2022-06-21 07:18:27.006770,2022-05-17 08:56:11.995000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206210818270449693,TRAX,TRAX,PERC,86.468,USD,25000000,USD,FULJ ILQD LRGS,1
2022-06-21 05:35:31.000000,2022-05-17 09:07:41.450000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208358649280949970,TREA,TRADEWEB APA,PERC,86.417,USD,25000000,USD,FULJ ILQD SIZE,1
2022-06-21 06:47:38.295000,2022-05-17 09:27:38.004000,US298785JL15,European Investment Bank DL Notes 2021 31 ,c8eac76c-b22a-4b9e-881c-4451da833318,BTFE,BLOOMBERG,PERC,86.481,,300000,USD,FULJ ILQD,1
2022-06-21 08:47:20.013452,2022-05-17 09:27:43.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206210947200383139,TRNL,TRAX,PERC,86.58,,300000,USD,FULJ ILQD,1
2022-06-21 05:35:32.000000,2022-05-17 09:48:22.896000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208358649280950790,TREA,TRADEWEB APA,PERC,86.478,USD,100000000,USD,FULJ ILQD SIZE,1
2022-05-20 17:32:45.789000,2022-05-18 08:47:11.344000,US298785JL15,European Investment Bank DL Notes 2021 31 ,aa1fd929-d00d-402c-98d8-e899ad568046,BAPA,BLOOMBERG APA,PERC,86.16,,30000000,USD,LRGS,1
2022-06-21 05:37:03.000000,2022-05-18 08:57:38.627000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208358649281015406,TREA,TRADEWEB APA,PERC,86.15,USD,30000000,USD,FULJ ILQD SIZE,1
2022-06-21 06:30:52.816000,2022-05-18 12:20:10.109000,US298785JL15,European Investment Bank DL Notes 2021 31 ,ffa3c225-a346-431f-a813-23f29a15b2ba,BTFE,BLOOMBERG,PERC,85.939,,2113000,USD,FULJ ILQD,1
2022-06-21 06:45:41.263000,2022-05-18 12:20:59.089000,US298785JL15,European Investment Bank DL Notes 2021 31 ,e56f0fd3-f1b3-469e-9809-c66e03550fcd,BTFE,BLOOMBERG,PERC,85.959,,2113000,USD,FULJ ILQD,1
2022-06-21 05:59:59.009934,2022-05-18 13:55:07.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206210659590401675,TRAX,TRAX,PERC,86.146,USD,14178000,USD,FULJ ILQD LRGS,1
2022-06-21 07:39:00.189000,2022-05-18 15:48:52.788000,US298785JL15,European Investment Bank DL Notes 2021 31 ,cae38742-5fc0-4286-af6a-a585573fab16,BAPA,BLOOMBERG APA,PERC,86.384,,2500000,USD,FULJ LRGS,1
2022-06-21 06:50:24.862000,2022-05-19 10:15:33.428000,US298785JL15,European Investment Bank DL Notes 2021 31 ,0d2ff0f3-f87c-48aa-8675-025dd783bd34,BTFE,BLOOMBERG,PERC,87.28,,188000,USD,FULJ ILQD,1
2022-06-21 05:37:45.000000,2022-05-19 12:55:38.823000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208358649281050395,TREA,TRADEWEB APA,PERC,87.473,,1100000,USD,FULJ ILQD SIZE,1
2022-06-21 06:34:35.328000,2022-05-19 12:55:38.823000,US298785JL15,European Investment Bank DL Notes 2021 31 ,80807aac-6fc9-4e34-bd95-398cf19628f2,BTFE,BLOOMBERG,PERC,87.473,,1100000,USD,FULJ ILQD,1
2022-06-21 07:43:22.448000,2022-05-19 16:00:26.067000,US298785JL15,European Investment Bank DL Notes 2021 31 ,961879a5-9ab2-4c3f-96a3-1d02c68c8839,BAPA,BLOOMBERG APA,PERC,87.126,,1000000,USD,FULJ LRGS,1
2022-06-21 05:37:44.008028,2022-05-20 07:19:19.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206210637440167069,TRAX,TRAX,PERC,86.752,USD,5000000,USD,FULJ ILQD LRGS,1
2022-06-21 07:30:53.714000,2022-05-20 11:01:48.850000,US298785JL15,European Investment Bank DL Notes 2021 31 ,e556ca4d-a443-421e-88e5-f753a6d00860,BMTF,BLOOMBERG,PERC,86.7997,,35000,USD,FULJ ILQD,1
2022-06-21 07:03:36.009921,2022-05-20 11:01:48.850000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206210803360189063,TRNL,TRAX,PERC,86.7997,USD,35000,USD,FULJ ILQD,1
2022-06-21 05:29:09.077247,2022-05-20 13:54:58.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206210629090282043,TRAX,TRAX,PERC,86.94,USD,500000,USD,FULJ ILQD LRGS,1
2022-06-21 06:24:32.012527,2022-05-20 14:16:13.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206210724320173856,TRAX,TRAX,PERC,86.915,USD,5000000,USD,FULJ ILQD LRGS,1
2022-06-21 05:12:31.009911,2022-05-20 14:40:30.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206210612310278822,TRAX,TRAX,PERC,86.969,USD,10000000,USD,FULJ ILQD LRGS,1
2022-06-21 05:39:38.000000,2022-05-20 14:50:19.994000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208358649281144309,TREA,TRADEWEB APA,PERC,86.979,USD,35000000,USD,AMND FULJ ILQD SIZE,1
2022-06-21 05:39:05.000000,2022-05-20 16:34:50.560000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208358649281116891,TREA,TRADEWEB APA,PERC,87.2044,,18900000,USD,FULJ ILQD SIZE,1
2022-06-28 05:32:36.000000,2022-05-23 09:31:39.286000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208366345862290244,TREA,TRADEWEB APA,PERC,87.01,USD,35000000,USD,FULJ ILQD SIZE,1
2022-06-28 06:39:22.738000,2022-05-23 11:06:00.002000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2344cc4e-443f-40f0-917a-504fe05ca7d3,BTFE,BLOOMBERG,PERC,87.163,,150000,USD,FULJ ILQD,1
2022-05-26 17:31:09.220000,2022-05-24 07:52:37.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,ccc76b4e-3428-4461-ab92-1602c0fc33ab,BAPA,BLOOMBERG APA,PERC,87.0722,,8000,USD,ILQD,1
2022-06-28 06:27:54.013194,2022-05-24 07:52:37.710000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206280727540383085,MANL,MARKETAXESS,PERC,87.0722,USD,8000,USD,ILQD,1
2022-06-28 06:35:20.021000,2022-05-24 13:20:33.692000,US298785JL15,European Investment Bank DL Notes 2021 31 ,4b2f0977-7d56-4ad3-8147-f7849e068bd1,BTFE,BLOOMBERG,PERC,87.216,,400000,USD,FULJ ILQD,1
2022-06-28 06:42:29.635000,2022-05-25 07:44:22.788000,US298785JL15,European Investment Bank DL Notes 2021 31 ,d97ab1e2-c63c-430c-a8be-1892ea09d303,BTFE,BLOOMBERG,PERC,87.604,,50000,USD,FULJ ILQD,1
2022-06-28 06:52:07.466000,2022-05-25 12:25:45.793000,US298785JL15,European Investment Bank DL Notes 2021 31 ,77b722b1-2a35-454f-9327-4b0cd5d2cf0a,BTFE,BLOOMBERG,PERC,87.779,,40000,USD,FULJ ILQD,1
2022-06-28 05:52:36.009518,2022-05-26 10:19:17.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206280652360452279,TRAX,TRAX,PERC,87.686,USD,3678000,USD,FULJ ILQD LRGS,1
2022-06-28 06:54:54.011311,2022-05-26 13:03:31.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206280754540388163,TRAX,TRAX,PERC,87.587,USD,25000000,USD,FULJ ILQD LRGS,1
2022-06-28 05:35:54.000000,2022-05-26 15:16:50.588000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208366345862455887,TREA,TRADEWEB APA,PERC,87.489,,2312000,USD,FULJ ILQD SIZE,1
2022-06-28 06:09:06.010570,2022-05-27 16:31:26.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2206280709060252667,TRAX,TRAX,PERC,87.622,USD,5000000,USD,FULJ ILQD LRGS,1
2022-07-05 06:45:40.752000,2022-05-31 07:01:54.726000,US298785JL15,European Investment Bank DL Notes 2021 31 ,0ffd2306-45ea-4bb5-8a55-b858fe563e8a,BTFE,BLOOMBERG,PERC,87.037,,25000,USD,FULJ ILQD,1
2022-06-02 17:30:58.412000,2022-05-31 08:02:35.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,c5787147-463b-4c80-a042-561a137980b6,BAPA,BLOOMBERG APA,PERC,87.255,,20000000,USD,LRGS,1
2022-07-05 05:18:46.000000,2022-05-31 09:38:39.528000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208374042443688324,TWEA,TRADEWEB APA,PERC,87.132,,171000,USD,FULJ ILQD,1
2022-07-05 06:48:44.575000,2022-05-31 10:02:37.429000,US298785JL15,European Investment Bank DL Notes 2021 31 ,eec22351-0d24-40c2-b9f8-952444b922b6,BTFE,BLOOMBERG,PERC,87.134,,25000,USD,FULJ ILQD,1
2022-07-05 06:40:57.009037,2022-05-31 16:12:48.823000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207050740570193635,TRAX,TRAX,PERC,86.886,USD,1000000,USD,FULJ ILQD LRGS,1
2022-07-05 06:58:01.007418,2022-05-31 20:00:33.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207050758010373802,TRAX,TRAX,PERC,86.798,USD,200000,USD,FULJ ILQD,1
2022-06-03 17:31:10.276000,2022-06-01 07:43:07.944000,US298785JL15,European Investment Bank DL Notes 2021 31 ,19e1df6f-b106-4fe4-b89b-9fd109d1cdb2,BAPA,BLOOMBERG APA,PERC,86.7,,25000000,USD,LRGS,1
2022-07-05 06:36:01.097000,2022-06-02 11:38:17.457000,US298785JL15,European Investment Bank DL Notes 2021 31 ,60edd205-98b6-408c-a1de-060045244e17,BTFE,BLOOMBERG,PERC,86.557,,154000,USD,FULJ ILQD,1
2022-06-06 17:31:14.981000,2022-06-02 12:07:27.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,9eefe441-0b7c-420f-98b5-6d5e6d731698,BAPA,BLOOMBERG APA,PERC,86.4845,,42000,USD,ILQD,1
2022-07-05 06:02:50.006482,2022-06-02 12:07:27.271000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207050702500271697,MANL,MARKETAXESS,PERC,86.4845,USD,42000,USD,ILQD,1
2022-07-05 06:51:46.969000,2022-06-03 12:29:39.329000,US298785JL15,European Investment Bank DL Notes 2021 31 ,88c03cad-d58d-44b6-a97f-30b1c05b6939,BTFE,BLOOMBERG,PERC,86.519,,50000,USD,FULJ ILQD,1
2022-07-05 05:38:25.000000,2022-06-03 14:02:13.995000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208374042443899814,TREA,TRADEWEB APA,PERC,86.211,,25000,USD,FULJ ILQD,1
2022-06-08 17:30:43.853000,2022-06-06 10:29:50.777000,US298785JL15,European Investment Bank DL Notes 2021 31 ,cd8c5a49-9784-47e0-aafd-1051937d6c5e,BAPA,BLOOMBERG APA,PERC,86.21,,25000000,USD,LRGS,1
2022-06-08 17:31:14.442000,2022-06-06 17:09:54.808000,US298785JL15,European Investment Bank DL Notes 2021 31 ,de9f250e-ba8f-495d-ba78-7def98bfa60f,BAPA,BLOOMBERG APA,PERC,85.631,,270000,USD,ILQD,1
2022-07-12 05:35:19.000000,2022-06-08 08:34:17.849000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208381739025177312,TREA,TRADEWEB APA,PERC,85.857,,5500000,USD,FULJ ILQD,1
2022-06-10 17:30:57.414000,2022-06-08 13:02:30.417000,US298785JL15,European Investment Bank DL Notes 2021 31 ,3d8721fc-645f-4ffc-ba93-8968d22b64d4,BAPA,BLOOMBERG APA,PERC,85.872,,15000000,USD,AMND SIZE,1
2022-06-13 17:31:14.939000,2022-06-09 15:50:09.557000,US298785JL15,European Investment Bank DL Notes 2021 31 ,ffe21204-fd94-4768-9118-d27f66821611,BAPA,BLOOMBERG APA,PERC,85.622,,204000,USD,ILQD,1
2022-07-12 08:11:58.004832,2022-06-10 08:39:15.796000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207120911580465340,MANL,MARKETAXESS,PERC,85.704,USD,19000,USD,ILQD,1
2022-07-12 06:34:56.684000,2022-06-10 10:32:49.997000,US298785JL15,European Investment Bank DL Notes 2021 31 ,73f66f26-1a01-45cc-95b7-7bd5ab84a7b3,BTFE,BLOOMBERG,PERC,85.763,,22000,USD,FULJ ILQD,1
2022-07-19 08:11:32.005814,2022-06-13 09:40:26.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190911320380024,TRAX,TRAX,PERC,84.35,USD,25000000,USD,FULJ ILQD LRGS,1
2022-07-19 08:27:12.005068,2022-06-13 09:40:26.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190927120484938,TRAX,TRAX,PERC,84.35,USD,25000000,USD,FULJ ILQD LRGS,1
2022-07-19 08:04:31.009376,2022-06-13 09:40:26.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190904310225951,TRAX,TRAX,PERC,84.35,USD,25000000,USD,FULJ ILQD LRGS,1
2022-06-15 17:32:42.525000,2022-06-13 09:51:16.559000,US298785JL15,European Investment Bank DL Notes 2021 31 ,7ad100a3-dfb9-410c-a59c-e78917c1f932,BAPA,BLOOMBERG APA,PERC,84.33,,50000000,USD,LRGS,1
2022-06-15 17:31:20.776000,2022-06-13 09:54:29.133000,US298785JL15,European Investment Bank DL Notes 2021 31 ,eb3aedbd-8938-4214-8e8f-2c5a3e525622,BAPA,BLOOMBERG APA,PERC,84.3,,20000000,USD,SIZE,1
2022-06-15 17:31:22.560000,2022-06-13 10:00:16.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,f7348b94-1cf5-4c87-9168-8e8e19b0484a,BAPA,BLOOMBERG APA,PERC,84.203,,5000000,USD,ILQD,1
2022-07-19 05:11:01.009286,2022-06-13 10:01:30.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190611010444593,TRAX,TRAX,PERC,84.213,USD,20000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:34:37.000000,2022-06-13 10:13:36.259000,US298785JL15,European Investment Bank DL Notes 2021 31 ,'7208389435606478195,TREA,TRADEWEB APA,PERC,84.203,USD,2000000,USD,FULJ ILQD,1
2022-07-19 05:54:31.007908,2022-06-13 10:38:49.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190654310109577,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:11:14.008502,2022-06-13 10:47:01.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190711140273535,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:50:11.791000,2022-06-13 11:48:49.967000,US298785JL15,European Investment Bank DL Notes 2021 31 ,8b440f05-d62b-43a0-8f33-c6493b584bce,BTFE,BLOOMBERG,PERC,84.165,,2000000,USD,FULJ ILQD,1
2022-07-19 06:50:38.814000,2022-06-13 11:49:27.518000,US298785JL15,European Investment Bank DL Notes 2021 31 ,dcfb33ad-2827-4130-a5f0-40eb1db70883,BTFE,BLOOMBERG,PERC,84.185,,2000000,USD,FULJ ILQD,1
2022-07-19 06:42:36.993000,2022-06-13 16:13:00.297000,US298785JL15,European Investment Bank DL Notes 2021 31 ,94973162-3d02-4d19-907e-e8c88754f037,BTFE,BLOOMBERG,PERC,83.697,,25000,USD,FULJ ILQD,1
2022-07-19 05:32:00.015052,2022-06-13 21:32:29.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190632000303456,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:05:37.014678,2022-06-13 21:32:29.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190605370102162,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:00:54.006396,2022-06-13 21:32:29.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190700540270958,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:34:20.009432,2022-06-13 21:32:29.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190634200303658,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:14:27.012375,2022-06-13 21:32:30.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190714270310283,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:23:53.017349,2022-06-13 21:32:30.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190723530457854,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:43:01.008786,2022-06-13 21:32:30.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190843010355655,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:51:43.008965,2022-06-13 21:32:30.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190751430319475,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:12:30.009247,2022-06-13 21:32:30.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190612300102699,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 06:36:12.025567,2022-06-13 21:32:31.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190736120460409,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:22:59.014666,2022-06-13 21:32:31.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190622590265199,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:21:19.013028,2022-06-13 21:32:31.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190621190264637,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
2022-07-19 05:12:31.010372,2022-06-13 21:32:31.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190612310263120,TRAX,TRAX,PERC,84.35,USD,15000000,USD,FULJ ILQD SIZE,1
2022-07-19 07:43:36.007163,2022-06-13 21:32:31.000000,US298785JL15,European Investment Bank DL Notes 2021 31 ,2207190843360247100,TRAX,TRAX,PERC,84.365,USD,10000000,USD,FULJ ILQD SIZE,1
