Historical Rts2 Post Trade Microsecond,Historical Rts2 Instrument Identification Code,Bond Type Bond Type Desc,Instruments New Issuer Name,Instruments New Bond Fixed Rate,Instruments New Bond Maturity Date,Historical Rts2 Notional Amount,Historical Rts2 Notional Currency,Historical Rts2 Price,Historical Rts2 Price Notation,Historical Rts2 Flag List,Historical Rts2 Venue of Execution,Historical Rts2 Venue of Publication,Mifid Entities Commercial Name,Historical Rts2 Transaction Count,Mifid Entities Platform Type,Mifid Entities Trading Venue Types,Instruments New Cfi,Historical Rts2 Transaction Identification Code
2022-08-01 14:00:15.444168,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,89.54,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401494
2022-07-19 07:28:42.735022,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,85.94,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400087
2022-07-15 12:29:57.884241,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,86.12,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401040
2022-07-06 14:00:00.964943,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,85.72,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,402386
2022-07-06 14:00:00.928015,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,85.73,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,402383
2022-07-05 10:12:33.183737,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,84.43,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401280
2022-07-01 11:10:30.396192,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,84.49,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401481
2022-06-21 08:37:50.687501,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,81.2,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400396
2022-06-16 13:37:43.629145,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,80.69,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401476
2022-06-16 13:36:25.927300,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,80.65,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401469
2022-06-16 13:36:20.079126,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,80.65,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401468
2022-06-16 07:30:37.058725,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,81.68,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400134
2022-06-15 12:20:11.780331,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,81.59,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400963
2022-06-15 12:11:03.909041,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,82.05,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400928
2022-06-15 12:11:02.995514,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,82.03,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400927
2022-06-13 10:28:36.200687,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,82.11,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401303
2022-06-13 10:28:36.178393,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,82.11,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401302
2022-06-02 12:15:01.259733,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,85.7,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401954
2022-05-26 12:00:27.881328,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,87.44,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401848
2022-05-24 14:24:44.513458,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,87.41,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,402750
2022-05-23 14:51:43.334874,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,87.25,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,402378
2022-05-11 15:27:28.791623,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,87.07,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,403370
2022-04-06 08:36:26.224371,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,89.51,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400786
2022-04-06 08:33:33.920688,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,89.57,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400759
2022-04-05 15:10:18.932714,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,89.95,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,403903
2022-04-05 15:09:56.990979,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,89.96,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,403902
2022-04-05 14:39:37.552062,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,90.08,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,403648
2022-04-05 14:33:06.142213,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,90.09,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,403590
2022-04-05 13:54:48.158464,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,10000000,EUR,90.38,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,403312
2022-03-30 10:05:01.196949,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,90.45,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401394
2022-03-29 12:00:35.453658,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,90.16,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,402352
2022-03-24 11:40:01.405827,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,91.56,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401345
2022-03-24 10:56:06.106814,FR0014002WK3,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2031-11-25,5000000,EUR,91.35,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401064
