Historical Rts2 Post Trade Microsecond,Historical Rts2 Instrument Identification Code,Bond Type Bond Type Desc,Instruments New Issuer Name,Instruments New Bond Fixed Rate,Instruments New Bond Maturity Date,Historical Rts2 Notional Amount,Historical Rts2 Notional Currency,Historical Rts2 Price,Historical Rts2 Price Notation,Historical Rts2 Flag List,Historical Rts2 Venue of Execution,Historical Rts2 Venue of Publication,Mifid Entities Commercial Name,Historical Rts2 Transaction Count,Mifid Entities Platform Type,Mifid Entities Trading Venue Types,Instruments New Cfi,Historical Rts2 Transaction Identification Code
2022-08-08 10:29:57.240000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,4000,EUR,98.19,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,82cfe44d-8029-40ab-a749-3c27e8dbda0b
2022-08-05 15:07:44.559000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,50000,EUR,98.109,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,e2c33571-6f93-4cfe-9ce1-32e83254278d
2022-08-05 13:18:12.823000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,11300,EUR,98.181,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,52434dd0-c035-47e6-9c34-dbbf97cdd7fe
2022-08-05 13:00:39.838000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,20900,EUR,98.228,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,164bc7e8-cb4a-4213-ae01-8aac8d41ad77
2022-08-04 14:14:08.365000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,4000,EUR,98.391,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,0a99ca2d-a86a-4410-b003-1aedb372d179
2022-08-04 14:00:11.054000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,200000,EUR,98.381,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,8fc5d92e-cb36-4f88-a5ba-30591847a478
2022-08-04 13:52:56.248000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,18200,EUR,98.376,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,23ee55f4-f78a-44c2-83e8-c3b4c875d0a1
2022-08-04 13:41:37.549000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,9100,EUR,98.355,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,9687c099-f849-4dca-b802-22f3b6e464aa
2022-08-04 10:22:47.934000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,5300,EUR,98.316,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,1e9d7c19-134c-4205-8dc4-0819ddaa3956
2022-08-03 13:11:22.158000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,53000,EUR,98.268,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,0cb344e0-ce07-4c1b-9854-463c4c3778d0
2022-08-03 13:05:09.999000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,7400,EUR,98.269,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,adeb72f8-8330-41fe-878a-ab0d0d393bf9
2022-08-03 13:02:12.181000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,101000,EUR,98.251,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,b3b146a1-6bc4-4430-8338-8cd16c415e7c
2022-08-03 07:48:36.430000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,308367,EUR,98.337,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,8db43dd6-f43b-4e3a-bddd-a436cc2f023b
2022-08-03 07:15:35.980000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,2000000,EUR,98.379,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,3df1832d-9567-487e-9d9c-c63c709fa4f9
2022-08-03 07:15:32.163000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,2000000,EUR,98.37,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,69e56da7-4489-416f-8be9-2d9510f352c6
2022-08-02 13:23:19.977000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,4800,EUR,98.633,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,a558dee2-919e-4b05-b7d8-041df81b9662
2022-08-02 12:18:29.936000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,18000,EUR,98.695,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,c80c245e-6a65-461d-9c73-001d789cc96d
2022-08-02 10:44:55.237000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,19000,EUR,98.763,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,d32ceaa1-b182-43e3-bd5b-a686fbd7a718
2022-08-02 08:27:15.626000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,500000,EUR,98.746,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,962edecc-7a53-4542-8bc2-205bb9f3f1b0
2022-08-01 14:56:55.487000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,212000,EUR,98.634,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,f66d7444-7385-4093-9ea2-7d03121144b3
2022-08-01 14:39:58.905000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,31000,EUR,98.688,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,fc869be7-fd01-4903-a42f-e9cf0ab1efb6
2022-08-01 14:29:53.999000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,674000,EUR,98.641,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,63a0f465-d089-4344-8ff4-5bbfb2bfaf0e
2022-08-01 09:42:06.833000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,140000,EUR,98.496,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,df09d926-5246-4585-a618-53c824c1a346
2022-08-01 08:38:47.501000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,600000,EUR,98.405,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,d5f932e1-6845-4bbb-8da1-f7cc46a05410
2022-07-29 14:24:53.231000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,123000,EUR,98.534,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,112bcfc8-85e7-4240-9915-30c2c673598b
2022-07-29 13:48:00.257000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,900,EUR,98.484,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,ca7e1006-faf8-44be-b3bc-b44a9a5b1130
2022-07-29 13:15:13.314000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,300000,EUR,98.411,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,9aad1f2a-a777-4fe1-a86f-aab494531808
2022-07-29 11:05:53.016000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,1300,EUR,98.468,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,0dcf62a9-f666-4df6-98f3-8d38560a5567
2022-07-28 12:53:50.277000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,700,EUR,98.488,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,8636c091-8cdc-4c2b-823e-2eb17f685e73
2022-07-28 12:20:17.013000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,8400,EUR,98.323,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,7d2b2512-74c4-4b20-973a-835e9fb20911
2022-07-28 12:14:05.163000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,150000,EUR,98.353,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,36842a9b-0154-4d2a-9d58-c578b4b063f5
2022-07-28 11:19:26.321000,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,416000,EUR,98.269,PERC,,BTFE,BTFE,BLOOMBERG,1,D2C,MTF,DBFTFB,bf98a13a-25b4-4d5e-9156-801cb28b9eb0
