Historical Rts2 Post Trade Microsecond,Historical Rts2 Instrument Identification Code,Bond Type Bond Type Desc,Instruments New Issuer Name,Instruments New Bond Fixed Rate,Instruments New Bond Maturity Date,Historical Rts2 Notional Amount,Historical Rts2 Notional Currency,Historical Rts2 Price,Historical Rts2 Price Notation,Historical Rts2 Flag List,Historical Rts2 Venue of Execution,Historical Rts2 Venue of Publication,Mifid Entities Commercial Name,Historical Rts2 Transaction Count,Mifid Entities Platform Type,Mifid Entities Trading Venue Types,Instruments New Cfi,Historical Rts2 Transaction Identification Code
2022-08-08 12:37:51.837497,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,25100,EUR,98.138,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800083
2022-08-03 13:20:13.226613,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,25600,EUR,98.292,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800210
2022-08-02 14:08:23.361135,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,25100,EUR,98.546,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800276
2022-08-01 13:42:39.954124,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,28100,EUR,98.614,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800338
2022-08-01 13:27:31.726355,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,65500,EUR,98.613,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800306
2022-07-29 15:16:09.446829,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,147000,EUR,98.574,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800373
2022-07-29 14:13:17.220839,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,31900,EUR,98.512,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800229
2022-07-28 12:53:34.510156,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,761000,EUR,98.489,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800315
2022-07-28 08:30:11.012283,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,1000000,EUR,98.179,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800055
2022-07-26 15:20:36.317652,FR0014007TY9,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2025-02-25,67000,EUR,98.308,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800865
