Historical Rts2 Post Trade Microsecond,Historical Rts2 Instrument Identification Code,Bond Type Bond Type Desc,Instruments New Issuer Name,Instruments New Bond Fixed Rate,Instruments New Bond Maturity Date,Historical Rts2 Notional Amount,Historical Rts2 Notional Currency,Historical Rts2 Price,Historical Rts2 Price Notation,Historical Rts2 Flag List,Historical Rts2 Venue of Execution,Historical Rts2 Venue of Publication,Mifid Entities Commercial Name,Historical Rts2 Transaction Count,Mifid Entities Platform Type,Mifid Entities Trading Venue Types,Instruments New Cfi,Historical Rts2 Transaction Identification Code
2022-07-21 15:43:13.613000,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,634000,EUR,99.39,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733299176
2022-07-21 15:15:54.215000,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,393000,EUR,99.545,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733298733
2022-07-21 15:02:03.281000,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,275000,EUR,99.54,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733298108
2022-07-21 11:58:07.009000,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,1035000,EUR,98.85,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733295925
2022-07-21 11:09:43.424000,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,729000,EUR,99.029,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733295598
2022-07-21 07:48:00.629000,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,7000,EUR,98.904,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733293046
2022-07-20 15:13:15.075000,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,100000,EUR,99.204,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605510833221669749
2022-07-20 13:19:41.890000,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,330000,EUR,99.462,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605510833221668715
2022-07-20 12:47:02.997000,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,23000,EUR,99.744,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605510833221668419
2022-07-20 09:57:12.869000,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,13000,EUR,99.625,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605510833221667073
