Historical Rts2 Post Trade Microsecond,Historical Rts2 Instrument Identification Code,Bond Type Bond Type Desc,Instruments New Issuer Name,Instruments New Bond Fixed Rate,Instruments New Bond Maturity Date,Historical Rts2 Notional Amount,Historical Rts2 Notional Currency,Historical Rts2 Price,Historical Rts2 Price Notation,Historical Rts2 Flag List,Historical Rts2 Venue of Execution,Historical Rts2 Venue of Publication,Mifid Entities Commercial Name,Historical Rts2 Transaction Count,Mifid Entities Platform Type,Mifid Entities Trading Venue Types,Instruments New Cfi,Historical Rts2 Transaction Identification Code
2022-07-20 12:50:02.880407,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,99.58,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401381
2022-07-19 07:28:42.759249,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,99.66,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400088
2022-07-14 15:00:01.932681,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,99.44,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,402560
2022-07-01 14:00:00.657422,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,98.81,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,402530
2022-06-20 09:13:36.345538,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,95.69,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400470
2022-06-16 13:02:52.887212,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,10000000,EUR,94.33,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401371
2022-06-16 13:02:25.824881,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,94.32,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401369
2022-06-16 11:00:03.259303,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,94.13,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400949
2022-06-15 12:32:47.234258,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,95.22,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400988
2022-06-09 15:16:25.241695,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,7000000,EUR,97.34,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,402382
2022-05-24 14:24:44.529260,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,101.47,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,402751
2022-03-16 08:34:46.026315,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,107.17,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400137
2022-03-10 09:00:02.684807,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,109.45,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,400394
2022-03-01 14:56:39.954898,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,110.95,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,403224
2022-02-17 14:11:52.479885,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,108.15,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,403349
2022-02-16 12:24:06.091949,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,107.71,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,401955
2022-02-15 13:30:01.257206,FR0012993103,Corporate bond,DIRECTION GENERALE DU TRESOR,1.5,2031-05-25,5000000,EUR,107.47,PERC,,FMTS,FMTS,MTS,1,D2D,MTF,DBFTFB,402348
