Historical Rts2 Post Trade Microsecond,Historical Rts2 Instrument Identification Code,Bond Type Bond Type Desc,Instruments New Issuer Name,Instruments New Bond Fixed Rate,Instruments New Bond Maturity Date,Historical Rts2 Notional Amount,Historical Rts2 Notional Currency,Historical Rts2 Price,Historical Rts2 Price Notation,Historical Rts2 Flag List,Historical Rts2 Venue of Execution,Historical Rts2 Venue of Publication,Mifid Entities Commercial Name,Historical Rts2 Transaction Count,Mifid Entities Platform Type,Mifid Entities Trading Venue Types,Instruments New Cfi,Historical Rts2 Transaction Identification Code
2022-07-08 15:20:34.555046,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,79000,EUR,83.281,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800658
2022-07-05 06:45:00.000000,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,7000000,EUR,81.539,PERC,IDAF,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,
2022-07-01 14:59:52.947681,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,1500000,EUR,84.08,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800513
2022-06-30 15:24:51.366943,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,236000,EUR,82.726,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,801065
2022-06-30 14:57:48.537090,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,470000,EUR,82.588,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800526
2022-06-29 10:45:43.392932,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,625000,EUR,81.023,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800119
2022-06-28 15:27:45.570226,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,592000,EUR,80.789,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,801132
2022-06-27 15:23:54.804005,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,578000,EUR,81.607,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,801004
2022-06-21 06:45:00.000000,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,10000000,EUR,79.064,PERC,IDAF,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,
2022-06-15 10:21:41.063396,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,2000000,EUR,79.996,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800229
2022-06-15 07:45:33.493846,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,600000,EUR,79.819,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800069
2022-06-13 08:09:08.340312,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,2000000,EUR,81.082,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800100
2022-06-09 13:08:08.792108,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,1000000,EUR,82.207,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800299
2022-06-08 15:09:54.178761,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,1000000,EUR,83.129,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800602
2022-06-08 13:45:47.941647,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,5362000,EUR,83.123,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800528
2022-06-07 08:33:07.806306,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,3000000,EUR,83.607,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800124
2022-06-07 08:30:26.813532,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,700000,EUR,83.622,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800122
2022-06-07 07:44:05.487247,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,700000,EUR,83.411,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800065
2022-06-07 06:45:00.000000,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,10000000,EUR,85.659,PERC,IDAF,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,
2022-06-06 15:13:49.083683,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,400000,EUR,83.313,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800372
2022-06-06 15:04:18.333713,FR0014007L00,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2032-05-25,500000,EUR,83.445,PERC,,SSOB,SSOB,BONDVISION,1,D2C,MTF,DBFTFB,800364
