Historical Rts2 Post Trade Microsecond,Historical Rts2 Instrument Identification Code,Bond Type Bond Type Desc,Instruments New Issuer Name,Instruments New Bond Fixed Rate,Instruments New Bond Maturity Date,Historical Rts2 Notional Amount,Historical Rts2 Notional Currency,Historical Rts2 Price,Historical Rts2 Price Notation,Historical Rts2 Flag List,Historical Rts2 Venue of Execution,Historical Rts2 Venue of Publication,Mifid Entities Commercial Name,Historical Rts2 Transaction Count,Mifid Entities Platform Type,Mifid Entities Trading Venue Types,Instruments New Cfi,Historical Rts2 Transaction Identification Code
2022-07-20 14:44:42.905882,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.44,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401955
2022-07-20 14:44:42.899298,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.44,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401954
2022-07-20 14:44:42.887073,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.44,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401953
2022-07-20 14:44:42.868036,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.44,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401952
2022-07-20 14:44:42.863847,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.45,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401951
2022-07-20 14:44:42.854830,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,10000000,EUR,86.45,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401950
2022-07-20 14:44:42.843724,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.45,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401949
2022-07-20 14:44:42.832317,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.45,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401948
2022-07-20 12:23:41.876974,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,2500000,EUR,87.01,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401246
2022-07-20 08:00:07.444408,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,3500000,EUR,86.75,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,400144
2022-07-19 14:12:55.504580,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.57,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,402202
2022-07-19 13:39:07.225364,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.46,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401966
2022-07-19 13:36:00.421713,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,10000000,EUR,86.53,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,401936
2022-07-18 09:59:55.374671,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.26,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,400969
2022-07-18 09:55:10.622735,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.26,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,400881
2022-07-18 09:55:10.607421,BE0000354630,Corporate bond,The Kingdom of Belgium,0.35,2032-06-22,5000000,EUR,86.26,PERC,,BMTS,BMTS,MTS,1,D2D,MTF,DBFTFN,400880
