Historical Rts2 Post Trade Microsecond,Historical Rts2 Instrument Identification Code,Bond Type Bond Type Desc,Instruments New Issuer Name,Instruments New Bond Fixed Rate,Instruments New Bond Maturity Date,Historical Rts2 Notional Amount,Historical Rts2 Notional Currency,Historical Rts2 Price,Historical Rts2 Price Notation,Historical Rts2 Flag List,Historical Rts2 Venue of Execution,Historical Rts2 Venue of Publication,Mifid Entities Commercial Name,Historical Rts2 Transaction Count,Mifid Entities Platform Type,Mifid Entities Trading Venue Types,Instruments New Cfi,Historical Rts2 Transaction Identification Code
2022-07-22 14:00:18.331000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,650000,EUR,95.735,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605513032244924715
2022-07-22 13:54:15.204000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,50000,EUR,95.731,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605513032244924634
2022-07-22 13:35:48.772000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,155000,EUR,95.647,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605513032244924428
2022-07-22 09:38:46.567000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,1100000,EUR,95.436,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605513032244922405
2022-07-22 09:30:03.355000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,960372,EUR,95.369,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605513032244922233
2022-07-22 08:30:20.245000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,1174729,EUR,95.282,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605513032244921284
2022-07-21 15:53:47.677000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,774000,EUR,94.525,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733299268
2022-07-21 15:15:46.174000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,23000,EUR,94.625,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733298702
2022-07-21 15:15:28.314000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,5000,EUR,94.626,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733298625
2022-07-21 15:14:36.619000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,500000,EUR,94.639,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733298419
2022-07-21 15:13:38.761000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,478000,EUR,94.614,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733298334
2022-07-21 14:31:59.419000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,2000000,EUR,94.591,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733297838
2022-07-21 14:12:26.795000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,334000,EUR,94.549,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733297537
2022-07-21 12:14:14.182000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,1200000,EUR,94.414,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605511932733296034
2022-07-20 15:13:25.229000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,775000,EUR,94.515,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605510833221669803
2022-07-20 14:08:04.223000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,937503,EUR,94.646,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605510833221669094
2022-07-19 15:15:50.746000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,2500000,EUR,94.545,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605509733710042508
2022-07-19 15:15:32.389000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,10000,EUR,94.526,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605509733710042448
2022-07-19 15:14:08.149000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,400000,EUR,94.51,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605509733710042139
2022-07-19 15:14:02.876000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,2087000,EUR,94.534,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605509733710042098
2022-07-19 15:08:28.673000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,341000,EUR,94.534,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605509733710041776
2022-07-19 11:43:53.145000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,1000000,EUR,94.63,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605509733710039666
2022-07-19 08:19:21.765000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,1064396,EUR,94.578,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605509733710037678
2022-07-19 05:03:40.000000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,30000000,EUR,95.235833,PERC,IDAF,TWEM,TWEM,TRADEWEB,6,D2C,MTF,DBFTFB,'7208389435606434316
2022-07-18 15:13:03.959000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,43000,EUR,94.831,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605508634198413801
2022-07-18 09:22:02.045000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,1300000,EUR,94.799,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605508634198410577
2022-07-15 15:22:52.848000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,12000,EUR,95.211,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605505335663530556
2022-07-14 15:54:52.485000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,315000,EUR,94.993,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605504236151904094
2022-07-14 15:15:12.777000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,13000,EUR,94.904,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605504236151903755
2022-07-14 15:13:25.077000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,349000,EUR,94.913,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605504236151903517
2022-07-13 15:15:10.064000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,2000,EUR,95.189,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605503136640275535
2022-07-13 15:14:34.624000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,200000,EUR,95.202,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605503136640275432
2022-07-13 15:13:07.297000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,550000,EUR,95.177,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605503136640275327
2022-07-13 14:49:54.339000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,31000,EUR,95.367,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605503136640275062
2022-07-13 14:30:46.095000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,,EUR,95.187,PERC,TPAC VOLO,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'7208385037559924295
2022-07-13 13:38:01.828000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,1175000,EUR,95.184,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605503136640273982
2022-07-12 15:49:04.119000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,1800000,EUR,95.518,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605502037128648004
2022-07-12 15:24:06.461000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,35000,EUR,95.528,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605502037128647886
2022-07-12 11:17:54.533000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,930000,EUR,95.523,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605502037128645474
2022-07-12 10:33:42.160000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,775000,EUR,95.52,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605502037128644927
2022-07-12 10:32:43.821000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,775000,EUR,95.518,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605502037128644869
2022-07-12 10:31:34.002000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,775000,EUR,95.527,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605502037128644791
2022-07-12 09:59:44.844000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,10000,EUR,95.59,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605502037128644610
2022-07-12 09:08:43.533000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,50000,EUR,95.592,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605502037128643876
2022-07-12 07:07:47.410000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,500000,EUR,95.196,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605502037128642645
2022-07-12 05:03:20.000000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,107788000,EUR,94.376108,PERC,IDAF,TWEM,TWEM,TRADEWEB,5,D2C,MTF,DBFTFB,'7208381739025040009
2022-07-11 15:30:16.853000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,96000,EUR,95.001,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605500937617020143
2022-07-11 15:13:20.035000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,750000,EUR,95.047,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605500937617019696
2022-07-11 15:04:34.102000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,21605,EUR,95.07,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605500937617019409
2022-07-11 14:55:05.773000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,50000,EUR,95.043,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605500937617019258
2022-07-11 13:30:50.479000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,112000,EUR,95,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605500937617018430
2022-07-08 15:15:05.532000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,2000,EUR,94.589,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605497639082136620
2022-07-08 15:13:22.938000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,627000,EUR,94.552,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605497639082136462
2022-07-07 15:15:17.585000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,7000,EUR,94.611,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605496539570510021
2022-07-07 15:13:56.012000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,12000,EUR,94.559,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605496539570509745
2022-07-07 15:13:15.663000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,2421000,EUR,94.584,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605496539570509647
2022-07-07 09:38:33.129000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,1900000,EUR,94.549,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605496539570505695
2022-07-06 15:16:28.920000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,4000,EUR,95.233,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605495440058882690
2022-07-06 15:15:53.768000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,17000,EUR,95.239,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605495440058882473
2022-07-06 15:14:10.868000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,200000,EUR,95.225,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605495440058881992
2022-07-06 15:13:34.226000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,610000,EUR,95.194,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605495440058881888
2022-07-06 15:13:13.348000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,310000,EUR,95.21,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605495440058881787
2022-07-06 14:35:26.297000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,532000,EUR,95.109,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605495440058881337
2022-07-06 09:57:01.299000,FR0014003513,Corporate bond,DIRECTION GENERALE DU TRESOR,0,2027-02-25,2507655,EUR,95.022,PERC,,TWEM,TWEM,TRADEWEB,1,D2C,MTF,DBFTFB,'3605495440058878162
